Filename,PSNR Score,SSIM Score,NIMA Score,NIQE Score,PIQE Score,BRISQUE Score
Min : Max (Globali),4.502617636575794 : 24.187302748040956,0.18033593130830974 : 0.926904963103491,2.1704027699306607 : 5.6702758045867085,5.388773870449069 : 27.81625796487912,1.6925570037819033 : 46.72851718519276,20.51150341128914 : 157.94191320012186

Photo 1 Min : Max (Locali),10.234804074401001 : 23.708486923637885,0.4912541056660155 : 0.8468023198109548,2.445612204261124 : 4.925967551767826,9.118150207487707 : 25.784089310802973,8.543527753284435 : 32.09661999540438,52.73063136974963 : 142.72891583808138
image_1_candidate_1387.jpg,23.708486923637885,0.8430659039182808,4.553714832523838,11.298504697917084,13.956264742417213,63.13226855234336
image_1_candidate_89.jpg,13.4955471420741,0.62601693218532,4.521347749046981,10.199283468454661,23.33038251366254,64.4270028550369
image_1_candidate_1066.jpg,10.234804074401001,0.6813950656373863,4.808104125782847,12.82932611032258,8.726593335504095,65.60610684094456
image_1_candidate_248.jpg,18.197835408435466,0.7882311429341756,4.822282387409359,12.673234940490719,8.840787138940867,66.60494190559984
image_1_candidate_1048.jpg,11.243569457988691,0.5090435090351568,4.522152176126838,24.906430312042517,23.064752285950483,142.72891583808138
image_1_candidate_409.jpg,15.766619486418126,0.7360616345657104,4.804668152704835,11.945998946590255,9.699838515393438,63.96845748622479
image_1_candidate_806.jpg,16.56829538559578,0.844452011562773,4.593036159873009,13.241782241682612,13.333613558273283,64.18255346930891
image_1_candidate_712.jpg,11.438432505052864,0.5177207691302238,4.500970719382167,22.31923208684401,25.143397971979027,121.11396814065694
image_1_candidate_1084.jpg,12.474673785577526,0.5992277346372298,4.779065090231597,9.969886864478996,19.7038066655914,99.20479601061777
image_1_candidate_593.jpg,15.974307615305799,0.7611219933461352,4.647138916887343,13.673033891429592,10.039577854062635,70.24420349419415
image_1_candidate_1198.jpg,13.505967233498577,0.6246761775774071,4.60536649171263,9.846822046820398,23.331793948358452,70.00697332521963
image_1_candidate_304.jpg,11.63383708628485,0.536792022675065,4.464062374085188,18.720501278490104,27.795931991379884,102.95336180507047
image_1_candidate_1219.jpg,12.164761977457072,0.5909920287256473,4.655811793170869,11.382567537449223,26.544403133388272,76.71586551063774
image_1_candidate_535.jpg,14.837225931385476,0.7076264362846026,4.708124435506761,10.809055778191404,10.628409876998672,67.18225279222861
image_1_candidate_221.jpg,18.078907025276273,0.7718022889306962,4.823899570852518,13.239617080955068,9.781171101287617,68.36543857863569
image_1_candidate_534.jpg,14.615228252906471,0.702861473536721,4.758172356523573,11.424907624583744,11.624038624352925,67.68703884920433
image_1_candidate_844.jpg,12.327414892176884,0.7474006997134431,4.758099975995719,12.248778883831132,16.55901180090765,62.423579664056206
image_1_candidate_671.jpg,14.72795368238616,0.6622815413996767,4.719042770564556,9.858312741780237,18.764149959084925,60.58988428922771
image_1_candidate_549.jpg,17.731186133221616,0.7224643974243855,4.673986640758812,15.054930480798905,13.465874950628292,63.695968195328305
image_1_candidate_667.jpg,15.233347441670675,0.7366005680762839,4.890207300893962,11.062091235961356,10.087482451910162,63.60951903235946
image_1_candidate_638.jpg,16.680484077806035,0.7690216928500814,4.614135625772178,12.082433836709216,9.37007824439236,68.92760783592269
image_1_candidate_47.jpg,13.190508109306089,0.7061190583421778,4.646336484700441,10.829745687575167,15.146500458286496,73.67907271543072
image_1_candidate_1166.jpg,16.284087734405933,0.6619787611316091,4.7521952809765935,13.030444726024598,16.24060354937978,52.73063136974963
image_1_candidate_1265.jpg,21.081529016651672,0.8375484247814374,4.694476604927331,11.40355032206658,8.703874811291982,73.32011413763519
image_1_candidate_413.jpg,15.675483230744721,0.731471187847886,4.847239937633276,13.557167879177362,10.82633053246577,64.11076361193409
image_1_candidate_145.jpg,14.59435175988206,0.6711526443380834,4.870109033770859,10.171810747779832,15.320039143581809,53.456826252699784
image_1_candidate_415.jpg,12.211993369704006,0.5467871659837678,4.648768761195242,17.234253299924365,21.09826093818101,78.46213158140574
image_1_candidate_234.jpg,11.637615639480732,0.5647250836322524,4.43575459998101,11.0871748076357,24.939193756175882,80.75481693087988
